,activity_id,zone_type,zone_index,time
718,3004106991,heartrate,4,597
719,3004106991,heartrate,5,1507
1640,3004106991,pace,1,0
1641,3004106991,pace,2,227
1642,3004106991,pace,3,788
1643,3004106991,pace,4,848
1644,3004106991,pace,5,291
1645,3004106991,pace,6,193
720,3011745332,heartrate,1,100
721,3011745332,heartrate,2,824
722,3011745332,heartrate,3,519
723,3011745332,heartrate,4,0
724,3011745332,heartrate,5,0
1651,3011745332,pace,1,158
1652,3011745332,pace,2,825
1653,3011745332,pace,3,342
1654,3011745332,pace,4,69
1655,3011745332,pace,5,28
1656,3011745332,pace,6,12
725,3015296035,heartrate,1,178
726,3015296035,heartrate,2,851
727,3015296035,heartrate,3,1233
728,3015296035,heartrate,4,62
729,3015296035,heartrate,5,0
1662,3015296035,pace,1,249
1663,3015296035,pace,2,1233
1664,3015296035,pace,3,593
1665,3015296035,pace,4,183
1666,3015296035,pace,5,59
1667,3015296035,pace,6,7
730,3017615097,heartrate,1,25
731,3017615097,heartrate,2,798
732,3017615097,heartrate,3,380
733,3017615097,heartrate,4,418
734,3017615097,heartrate,5,0
1673,3017615097,pace,1,260
1674,3017615097,pace,2,258
1675,3017615097,pace,3,180
1676,3017615097,pace,4,324
1677,3017615097,pace,5,231
1678,3017615097,pace,6,371
735,3020908369,heartrate,1,18
736,3020908369,heartrate,2,19
737,3020908369,heartrate,3,340
738,3020908369,heartrate,4,245
739,3020908369,heartrate,5,436
1684,3020908369,pace,1,0
1685,3020908369,pace,2,0
1686,3020908369,pace,3,0
1687,3020908369,pace,4,156
1688,3020908369,pace,5,628
1689,3020908369,pace,6,274
740,3028890085,heartrate,1,208
741,3028890085,heartrate,2,2242
742,3028890085,heartrate,3,81
743,3028890085,heartrate,4,0
744,3028890085,heartrate,5,0
1695,3028890085,pace,1,65
1696,3028890085,pace,2,1412
1697,3028890085,pace,3,666
1698,3028890085,pace,4,246
1699,3028890085,pace,5,101
1700,3028890085,pace,6,43
745,3031654196,heartrate,1,41
746,3031654196,heartrate,2,125
747,3031654196,heartrate,3,647
748,3031654196,heartrate,4,1197
749,3031654196,heartrate,5,0
1706,3031654196,pace,1,299
1707,3031654196,pace,2,294
1708,3031654196,pace,3,139
1709,3031654196,pace,4,105
1710,3031654196,pace,5,728
1711,3031654196,pace,6,446
750,3037443047,heartrate,1,278
751,3037443047,heartrate,2,953
752,3037443047,heartrate,3,159
753,3037443047,heartrate,4,22
754,3037443047,heartrate,5,0
1717,3037443047,pace,1,104
1718,3037443047,pace,2,787
1719,3037443047,pace,3,406
1720,3037443047,pace,4,59
1721,3037443047,pace,5,53
1722,3037443047,pace,6,6
755,3040924780,heartrate,1,26
756,3040924780,heartrate,2,3
757,3040924780,heartrate,3,165
758,3040924780,heartrate,4,302
759,3040924780,heartrate,5,574
1728,3040924780,pace,1,0
1729,3040924780,pace,2,0
1730,3040924780,pace,3,4
1731,3040924780,pace,4,362
1732,3040924780,pace,5,558
1733,3040924780,pace,6,150
760,3044905086,heartrate,1,187
761,3044905086,heartrate,2,1023
762,3044905086,heartrate,3,1454
763,3044905086,heartrate,4,76
764,3044905086,heartrate,5,0
1739,3044905086,pace,1,26
1740,3044905086,pace,2,1160
1741,3044905086,pace,3,1216
1742,3044905086,pace,4,271
1743,3044905086,pace,5,44
1744,3044905086,pace,6,3
765,3051948113,heartrate,1,918
766,3051948113,heartrate,2,1576
767,3051948113,heartrate,3,412
768,3051948113,heartrate,4,10
769,3051948113,heartrate,5,0
1750,3051948113,pace,1,887
1751,3051948113,pace,2,1391
1752,3051948113,pace,3,516
1753,3051948113,pace,4,121
1754,3051948113,pace,5,4
1755,3051948113,pace,6,0
770,3054456437,heartrate,1,22
771,3054456437,heartrate,2,118
772,3054456437,heartrate,3,646
773,3054456437,heartrate,4,1220
774,3054456437,heartrate,5,0
1761,3054456437,pace,1,405
1762,3054456437,pace,2,217
1763,3054456437,pace,3,112
1764,3054456437,pace,4,145
1765,3054456437,pace,5,803
1766,3054456437,pace,6,327
775,3061139289,heartrate,1,574
776,3061139289,heartrate,2,233
777,3061139289,heartrate,3,38
778,3061139289,heartrate,4,141
779,3061139289,heartrate,5,60
1772,3061139289,pace,1,0
1773,3061139289,pace,2,0
1774,3061139289,pace,3,0
1775,3061139289,pace,4,241
1776,3061139289,pace,5,497
1777,3061139289,pace,6,312
780,3064951923,heartrate,1,157
781,3064951923,heartrate,2,873
782,3064951923,heartrate,3,1990
783,3064951923,heartrate,4,28
784,3064951923,heartrate,5,0
1783,3064951923,pace,1,54
1784,3064951923,pace,2,1452
1785,3064951923,pace,3,1322
1786,3064951923,pace,4,207
1787,3064951923,pace,5,16
1788,3064951923,pace,6,0
785,3069206231,heartrate,1,404
786,3069206231,heartrate,2,2232
787,3069206231,heartrate,3,199
788,3069206231,heartrate,4,1
789,3069206231,heartrate,5,0
1794,3069206231,pace,1,355
1795,3069206231,pace,2,2056
1796,3069206231,pace,3,372
1797,3069206231,pace,4,28
1798,3069206231,pace,5,26
1799,3069206231,pace,6,0
790,3073525786,heartrate,1,266
791,3073525786,heartrate,2,815
792,3073525786,heartrate,3,448
793,3073525786,heartrate,4,0
794,3073525786,heartrate,5,0
1805,3073525786,pace,1,146
1806,3073525786,pace,2,711
1807,3073525786,pace,3,624
1808,3073525786,pace,4,11
1809,3073525786,pace,5,15
1810,3073525786,pace,6,19
795,3077602109,heartrate,1,1
796,3077602109,heartrate,2,347
797,3077602109,heartrate,3,672
798,3077602109,heartrate,4,253
799,3077602109,heartrate,5,0
1816,3077602109,pace,1,0
1817,3077602109,pace,2,127
1818,3077602109,pace,3,88
1819,3077602109,pace,4,71
1820,3077602109,pace,5,70
1821,3077602109,pace,6,912
800,3085366693,heartrate,1,546
801,3085366693,heartrate,2,2466
802,3085366693,heartrate,3,1085
803,3085366693,heartrate,4,29
804,3085366693,heartrate,5,0
1827,3085366693,pace,1,449
1828,3085366693,pace,2,2805
1829,3085366693,pace,3,793
1830,3085366693,pace,4,82
1831,3085366693,pace,5,0
1832,3085366693,pace,6,0
805,3088899767,heartrate,1,1671
806,3088899767,heartrate,2,1122
807,3088899767,heartrate,3,99
808,3088899767,heartrate,4,0
809,3088899767,heartrate,5,0
1838,3088899767,pace,1,1015
1839,3088899767,pace,2,1459
1840,3088899767,pace,3,304
1841,3088899767,pace,4,66
1842,3088899767,pace,5,12
1843,3088899767,pace,6,0
810,3091569134,heartrate,1,2180
811,3091569134,heartrate,2,2814
812,3091569134,heartrate,3,347
813,3091569134,heartrate,4,0
814,3091569134,heartrate,5,0
1849,3091569134,pace,1,397
1850,3091569134,pace,2,1493
1851,3091569134,pace,3,134
1852,3091569134,pace,4,23
1853,3091569134,pace,5,296
1854,3091569134,pace,6,1020
815,3096151418,heartrate,1,413
816,3096151418,heartrate,2,1794
817,3096151418,heartrate,3,249
818,3096151418,heartrate,4,7
819,3096151418,heartrate,5,0
1860,3096151418,pace,1,238
1861,3096151418,pace,2,1736
1862,3096151418,pace,3,388
1863,3096151418,pace,4,67
1864,3096151418,pace,5,15
1865,3096151418,pace,6,22
820,3101510285,heartrate,1,39
821,3101510285,heartrate,2,204
822,3101510285,heartrate,3,6
823,3101510285,heartrate,4,157
824,3101510285,heartrate,5,693
1871,3101510285,pace,1,0
1872,3101510285,pace,2,0
1873,3101510285,pace,3,142
1874,3101510285,pace,4,436
1875,3101510285,pace,5,373
1876,3101510285,pace,6,152
825,3107306152,heartrate,1,693
826,3107306152,heartrate,2,2002
827,3107306152,heartrate,3,510
828,3107306152,heartrate,4,0
829,3107306152,heartrate,5,0
1882,3107306152,pace,1,623
1883,3107306152,pace,2,2024
1884,3107306152,pace,3,517
1885,3107306152,pace,4,32
1886,3107306152,pace,5,6
1887,3107306152,pace,6,0
830,3111848361,heartrate,1,1330
831,3111848361,heartrate,2,1391
832,3111848361,heartrate,3,198
833,3111848361,heartrate,4,0
834,3111848361,heartrate,5,0
1893,3111848361,pace,1,954
1894,3111848361,pace,2,1426
1895,3111848361,pace,3,240
1896,3111848361,pace,4,34
1897,3111848361,pace,5,0
1898,3111848361,pace,6,0
835,3117367456,heartrate,1,374
836,3117367456,heartrate,2,1973
837,3117367456,heartrate,3,214
838,3117367456,heartrate,4,805
839,3117367456,heartrate,5,15
1904,3117367456,pace,1,869
1905,3117367456,pace,2,638
1906,3117367456,pace,3,109
1907,3117367456,pace,4,48
1908,3117367456,pace,5,233
1909,3117367456,pace,6,932
840,3121032425,heartrate,1,215
841,3121032425,heartrate,2,469
842,3121032425,heartrate,3,92
843,3121032425,heartrate,4,0
844,3121032425,heartrate,5,0
1915,3121032425,pace,1,279
1916,3121032425,pace,2,466
1917,3121032425,pace,3,33
1918,3121032425,pace,4,0
1919,3121032425,pace,5,0
1920,3121032425,pace,6,0
845,3121033650,heartrate,1,37
846,3121033650,heartrate,2,128
847,3121033650,heartrate,3,245
848,3121033650,heartrate,4,150
849,3121033650,heartrate,5,675
1926,3121033650,pace,1,0
1927,3121033650,pace,2,0
1928,3121033650,pace,3,94
1929,3121033650,pace,4,342
1930,3121033650,pace,5,448
1931,3121033650,pace,6,228
850,3124325868,heartrate,1,887
851,3124325868,heartrate,2,1647
852,3124325868,heartrate,3,293
853,3124325868,heartrate,4,0
854,3124325868,heartrate,5,0
1937,3124325868,pace,1,458
1938,3124325868,pace,2,1749
1939,3124325868,pace,3,545
1940,3124325868,pace,4,56
1941,3124325868,pace,5,22
1942,3124325868,pace,6,0
855,3131802476,heartrate,1,547
856,3131802476,heartrate,2,1450
857,3131802476,heartrate,3,889
858,3131802476,heartrate,4,1085
859,3131802476,heartrate,5,65
1948,3131802476,pace,1,753
1949,3131802476,pace,2,695
1950,3131802476,pace,3,299
1951,3131802476,pace,4,36
1952,3131802476,pace,5,106
1953,3131802476,pace,6,927
860,3134814172,heartrate,1,1210
861,3134814172,heartrate,2,1431
862,3134814172,heartrate,3,133
863,3134814172,heartrate,4,0
864,3134814172,heartrate,5,0
1959,3134814172,pace,1,814
1960,3134814172,pace,2,1403
1961,3134814172,pace,3,455
1962,3134814172,pace,4,64
1963,3134814172,pace,5,40
1964,3134814172,pace,6,0
865,3137118618,heartrate,1,1152
866,3137118618,heartrate,2,1287
867,3137118618,heartrate,3,676
868,3137118618,heartrate,4,163
869,3137118618,heartrate,5,0
1970,3137118618,pace,1,1064
1971,3137118618,pace,2,146
1972,3137118618,pace,3,38
1973,3137118618,pace,4,15
1974,3137118618,pace,5,92
1975,3137118618,pace,6,1144
870,3140850827,heartrate,1,536
871,3140850827,heartrate,2,305
872,3140850827,heartrate,3,0
873,3140850827,heartrate,4,0
874,3140850827,heartrate,5,0
1981,3140850827,pace,1,485
1982,3140850827,pace,2,356
1983,3140850827,pace,3,0
1984,3140850827,pace,4,0
1985,3140850827,pace,5,0
1986,3140850827,pace,6,0
875,3140853012,heartrate,1,28
876,3140853012,heartrate,2,404
877,3140853012,heartrate,3,129
878,3140853012,heartrate,4,590
879,3140853012,heartrate,5,3
1992,3140853012,pace,1,0
1993,3140853012,pace,2,23
1994,3140853012,pace,3,301
1995,3140853012,pace,4,453
1996,3140853012,pace,5,250
1997,3140853012,pace,6,127
880,3147112086,heartrate,1,619
881,3147112086,heartrate,2,1266
882,3147112086,heartrate,3,743
883,3147112086,heartrate,4,15
884,3147112086,heartrate,5,0
2003,3147112086,pace,1,702
2004,3147112086,pace,2,1298
2005,3147112086,pace,3,529
2006,3147112086,pace,4,63
2007,3147112086,pace,5,44
2008,3147112086,pace,6,10
885,3151516748,heartrate,1,885
886,3151516748,heartrate,2,1906
887,3151516748,heartrate,3,1272
888,3151516748,heartrate,4,630
889,3151516748,heartrate,5,0
2014,3151516748,pace,1,939
2015,3151516748,pace,2,617
2016,3151516748,pace,3,204
2017,3151516748,pace,4,69
2018,3151516748,pace,5,31
2019,3151516748,pace,6,693
890,3157172164,heartrate,1,1060
891,3157172164,heartrate,2,617
892,3157172164,heartrate,3,1015
893,3157172164,heartrate,4,547
894,3157172164,heartrate,5,0
2025,3157172164,pace,1,1329
2026,3157172164,pace,2,320
2027,3157172164,pace,3,97
2028,3157172164,pace,4,44
2029,3157172164,pace,5,48
2030,3157172164,pace,6,828
895,3164583613,heartrate,1,1137
896,3164583613,heartrate,2,3047
897,3164583613,heartrate,3,586
898,3164583613,heartrate,4,0
899,3164583613,heartrate,5,0
2036,3164583613,pace,1,845
2037,3164583613,pace,2,3181
2038,3164583613,pace,3,702
2039,3164583613,pace,4,36
2040,3164583613,pace,5,8
2041,3164583613,pace,6,0
900,3168044859,heartrate,1,413
901,3168044859,heartrate,2,1568
902,3168044859,heartrate,3,40
903,3168044859,heartrate,4,0
904,3168044859,heartrate,5,0
2047,3168044859,pace,1,318
2048,3168044859,pace,2,1283
2049,3168044859,pace,3,416
2050,3168044859,pace,4,0
2051,3168044859,pace,5,0
2052,3168044859,pace,6,0
905,3192421487,heartrate,1,1061
906,3192421487,heartrate,2,1785
907,3192421487,heartrate,3,417
908,3192421487,heartrate,4,0
909,3192421487,heartrate,5,0
2058,3192421487,pace,1,1546
2059,3192421487,pace,2,1331
2060,3192421487,pace,3,314
2061,3192421487,pace,4,48
2062,3192421487,pace,5,18
2063,3192421487,pace,6,1
910,3195481075,heartrate,1,745
911,3195481075,heartrate,2,1557
912,3195481075,heartrate,3,218
913,3195481075,heartrate,4,0
914,3195481075,heartrate,5,0
2069,3195481075,pace,1,599
2070,3195481075,pace,2,1685
2071,3195481075,pace,3,223
2072,3195481075,pace,4,15
2073,3195481075,pace,5,0
2074,3195481075,pace,6,0
915,3199653405,heartrate,1,565
916,3199653405,heartrate,2,2897
917,3199653405,heartrate,3,1357
918,3199653405,heartrate,4,33
919,3199653405,heartrate,5,0
2080,3199653405,pace,1,3409
2081,3199653405,pace,2,1276
2082,3199653405,pace,3,102
2083,3199653405,pace,4,0
2084,3199653405,pace,5,0
2085,3199653405,pace,6,0
920,3206019360,heartrate,1,896
921,3206019360,heartrate,2,2128
922,3206019360,heartrate,3,2302
923,3206019360,heartrate,4,0
924,3206019360,heartrate,5,0
2091,3206019360,pace,1,1001
2092,3206019360,pace,2,3194
2093,3206019360,pace,3,938
2094,3206019360,pace,4,137
2095,3206019360,pace,5,34
2096,3206019360,pace,6,22
925,3214603399,heartrate,1,712
926,3214603399,heartrate,2,1658
927,3214603399,heartrate,3,736
928,3214603399,heartrate,4,0
929,3214603399,heartrate,5,0
2102,3214603399,pace,1,580
2103,3214603399,pace,2,1653
2104,3214603399,pace,3,699
2105,3214603399,pace,4,84
2106,3214603399,pace,5,40
2107,3214603399,pace,6,7
930,3221485286,heartrate,1,164
931,3221485286,heartrate,2,574
932,3221485286,heartrate,3,275
933,3221485286,heartrate,4,0
934,3221485286,heartrate,5,0
2113,3221485286,pace,1,175
2114,3221485286,pace,2,619
2115,3221485286,pace,3,198
2116,3221485286,pace,4,23
2117,3221485286,pace,5,0
2118,3221485286,pace,6,0
935,3221486681,heartrate,1,27
936,3221486681,heartrate,2,296
937,3221486681,heartrate,3,557
938,3221486681,heartrate,4,618
939,3221486681,heartrate,5,0
2124,3221486681,pace,1,322
2125,3221486681,pace,2,126
2126,3221486681,pace,3,90
2127,3221486681,pace,4,189
2128,3221486681,pace,5,544
2129,3221486681,pace,6,228
940,3221487211,heartrate,1,389
941,3221487211,heartrate,2,234
942,3221487211,heartrate,3,6
943,3221487211,heartrate,4,0
944,3221487211,heartrate,5,0
2135,3221487211,pace,1,282
2136,3221487211,pace,2,349
2137,3221487211,pace,3,0
2138,3221487211,pace,4,0
2139,3221487211,pace,5,0
2140,3221487211,pace,6,0
945,3226333723,heartrate,1,1423
946,3226333723,heartrate,2,1889
947,3226333723,heartrate,3,1108
948,3226333723,heartrate,4,23
949,3226333723,heartrate,5,0
2146,3226333723,pace,1,311
2147,3226333723,pace,2,2800
2148,3226333723,pace,3,1012
2149,3226333723,pace,4,107
2150,3226333723,pace,5,44
2151,3226333723,pace,6,0
950,3234227832,heartrate,1,575
951,3234227832,heartrate,2,2242
952,3234227832,heartrate,3,1204
953,3234227832,heartrate,4,68
954,3234227832,heartrate,5,0
2157,3234227832,pace,1,150
2158,3234227832,pace,2,2350
2159,3234227832,pace,3,1263
2160,3234227832,pace,4,257
2161,3234227832,pace,5,66
2162,3234227832,pace,6,6
955,3239724069,heartrate,1,306
956,3239724069,heartrate,2,900
957,3239724069,heartrate,3,1071
958,3239724069,heartrate,4,8
959,3239724069,heartrate,5,0
2168,3239724069,pace,1,157
2169,3239724069,pace,2,1184
2170,3239724069,pace,3,656
2171,3239724069,pace,4,230
2172,3239724069,pace,5,28
2173,3239724069,pace,6,29
960,3247506051,heartrate,1,209
961,3247506051,heartrate,2,450
962,3247506051,heartrate,3,280
963,3247506051,heartrate,4,27
964,3247506051,heartrate,5,0
2179,3247506051,pace,1,105
2180,3247506051,pace,2,629
2181,3247506051,pace,3,234
2182,3247506051,pace,4,1
2183,3247506051,pace,5,0
2184,3247506051,pace,6,0
965,3247507649,heartrate,1,125
966,3247507649,heartrate,2,125
967,3247507649,heartrate,3,764
968,3247507649,heartrate,4,598
969,3247507649,heartrate,5,7
2190,3247507649,pace,1,582
2191,3247507649,pace,2,126
2192,3247507649,pace,3,76
2193,3247507649,pace,4,42
2194,3247507649,pace,5,150
2195,3247507649,pace,6,626
970,3247508267,heartrate,1,42
971,3247508267,heartrate,2,537
972,3247508267,heartrate,3,65
973,3247508267,heartrate,4,0
974,3247508267,heartrate,5,0
2201,3247508267,pace,1,292
2202,3247508267,pace,2,354
2203,3247508267,pace,3,0
2204,3247508267,pace,4,0
2205,3247508267,pace,5,0
2206,3247508267,pace,6,0
975,3252798387,heartrate,1,313
976,3252798387,heartrate,2,1524
977,3252798387,heartrate,3,2645
978,3252798387,heartrate,4,420
979,3252798387,heartrate,5,0
2212,3252798387,pace,1,503
2213,3252798387,pace,2,3156
2214,3252798387,pace,3,1059
2215,3252798387,pace,4,103
2216,3252798387,pace,5,44
2217,3252798387,pace,6,26
980,3262744078,heartrate,1,182
981,3262744078,heartrate,2,562
982,3262744078,heartrate,3,1706
983,3262744078,heartrate,4,405
984,3262744078,heartrate,5,0
2223,3262744078,pace,1,598
2224,3262744078,pace,2,1421
2225,3262744078,pace,3,571
2226,3262744078,pace,4,146
2227,3262744078,pace,5,52
2228,3262744078,pace,6,34
985,3268219553,heartrate,1,132
986,3268219553,heartrate,2,376
987,3268219553,heartrate,3,482
988,3268219553,heartrate,4,0
989,3268219553,heartrate,5,0
2234,3268219553,pace,1,57
2235,3268219553,pace,2,590
2236,3268219553,pace,3,291
2237,3268219553,pace,4,18
2238,3268219553,pace,5,0
2239,3268219553,pace,6,0
990,3268221219,heartrate,1,140
991,3268221219,heartrate,2,287
992,3268221219,heartrate,3,698
993,3268221219,heartrate,4,269
994,3268221219,heartrate,5,0
2245,3268221219,pace,1,341
2246,3268221219,pace,2,48
2247,3268221219,pace,3,32
2248,3268221219,pace,4,64
2249,3268221219,pace,5,318
2250,3268221219,pace,6,591
995,3268221925,heartrate,1,60
996,3268221925,heartrate,2,373
997,3268221925,heartrate,3,51
998,3268221925,heartrate,4,0
999,3268221925,heartrate,5,0
2256,3268221925,pace,1,173
2257,3268221925,pace,2,312
2258,3268221925,pace,3,0
2259,3268221925,pace,4,0
2260,3268221925,pace,5,0
2261,3268221925,pace,6,0
1000,3274443776,heartrate,1,622
1001,3274443776,heartrate,2,969
1002,3274443776,heartrate,3,681
1003,3274443776,heartrate,4,12
1004,3274443776,heartrate,5,0
2267,3274443776,pace,1,561
2268,3274443776,pace,2,1019
2269,3274443776,pace,3,534
2270,3274443776,pace,4,111
2271,3274443776,pace,5,35
2272,3274443776,pace,6,24
1005,3287806747,heartrate,1,232
1006,3287806747,heartrate,2,1449
1007,3287806747,heartrate,3,3579
1008,3287806747,heartrate,4,497
1009,3287806747,heartrate,5,0
2278,3287806747,pace,1,1211
2279,3287806747,pace,2,3436
2280,3287806747,pace,3,971
2281,3287806747,pace,4,97
2282,3287806747,pace,5,39
2283,3287806747,pace,6,6
1010,3298132930,heartrate,1,560
1011,3298132930,heartrate,2,839
1012,3298132930,heartrate,3,1814
1013,3298132930,heartrate,4,36
1014,3298132930,heartrate,5,0
2289,3298132930,pace,1,351
2290,3298132930,pace,2,1906
2291,3298132930,pace,3,801
2292,3298132930,pace,4,71
2293,3298132930,pace,5,21
2294,3298132930,pace,6,20
1015,3303827572,heartrate,1,40
1016,3303827572,heartrate,2,201
1017,3303827572,heartrate,3,470
1018,3303827572,heartrate,4,50
1019,3303827572,heartrate,5,0
2300,3303827572,pace,1,12
2301,3303827572,pace,2,412
2302,3303827572,pace,3,337
2303,3303827572,pace,4,0
2304,3303827572,pace,5,0
2305,3303827572,pace,6,0
1020,3303830053,heartrate,1,137
1021,3303830053,heartrate,2,433
1022,3303830053,heartrate,3,159
1023,3303830053,heartrate,4,335
1024,3303830053,heartrate,5,307
2311,3303830053,pace,1,334
2312,3303830053,pace,2,54
2313,3303830053,pace,3,30
2314,3303830053,pace,4,18
2315,3303830053,pace,5,155
2316,3303830053,pace,6,777
1025,3303831127,heartrate,1,43
1026,3303831127,heartrate,2,324
1027,3303831127,heartrate,3,213
1028,3303831127,heartrate,4,0
1029,3303831127,heartrate,5,0
2322,3303831127,pace,1,333
2323,3303831127,pace,2,250
2324,3303831127,pace,3,0
2325,3303831127,pace,4,0
2326,3303831127,pace,5,0
2327,3303831127,pace,6,0
1030,3316903599,heartrate,1,300
1031,3316903599,heartrate,2,2695
1032,3316903599,heartrate,3,3275
1033,3316903599,heartrate,4,331
1034,3316903599,heartrate,5,0
2333,3316903599,pace,1,1518
2334,3316903599,pace,2,4087
2335,3316903599,pace,3,932
2336,3316903599,pace,4,64
2337,3316903599,pace,5,0
2338,3316903599,pace,6,0
1035,3326731293,heartrate,1,25
1036,3326731293,heartrate,2,1441
1037,3326731293,heartrate,3,1536
1038,3326731293,heartrate,4,46
1039,3326731293,heartrate,5,0
2344,3326731293,pace,1,508
2345,3326731293,pace,2,2084
2346,3326731293,pace,3,378
2347,3326731293,pace,4,55
2348,3326731293,pace,5,26
2349,3326731293,pace,6,0
1040,3332525992,heartrate,1,67
1041,3332525992,heartrate,2,496
1042,3332525992,heartrate,3,347
1043,3332525992,heartrate,4,0
1044,3332525992,heartrate,5,0
2355,3332525992,pace,1,16
2356,3332525992,pace,2,630
2357,3332525992,pace,3,194
2358,3332525992,pace,4,0
2359,3332525992,pace,5,0
2360,3332525992,pace,6,0
1045,3332528445,heartrate,1,209
1046,3332528445,heartrate,2,264
1047,3332528445,heartrate,3,333
1048,3332528445,heartrate,4,570
1049,3332528445,heartrate,5,21
2366,3332528445,pace,1,353
2367,3332528445,pace,2,48
2368,3332528445,pace,3,33
2369,3332528445,pace,4,54
2370,3332528445,pace,5,324
2371,3332528445,pace,6,585
1050,3332529356,heartrate,1,73
1051,3332529356,heartrate,2,410
1052,3332529356,heartrate,3,51
1053,3332529356,heartrate,4,0
1054,3332529356,heartrate,5,0
2377,3332529356,pace,1,185
2378,3332529356,pace,2,269
2379,3332529356,pace,3,32
2380,3332529356,pace,4,0
2381,3332529356,pace,5,0
2382,3332529356,pace,6,0
1055,3341652256,heartrate,1,73
1056,3341652256,heartrate,2,895
1057,3341652256,heartrate,3,1941
1058,3341652256,heartrate,4,57
1059,3341652256,heartrate,5,0
2388,3341652256,pace,1,1145
2389,3341652256,pace,2,1548
2390,3341652256,pace,3,263
2391,3341652256,pace,4,11
2392,3341652256,pace,5,0
2393,3341652256,pace,6,0
1060,3355309602,heartrate,1,153
1061,3355309602,heartrate,2,1021
1062,3355309602,heartrate,3,4282
1063,3355309602,heartrate,4,626
1064,3355309602,heartrate,5,0
2399,3355309602,pace,1,1653
2400,3355309602,pace,2,3725
2401,3355309602,pace,3,623
2402,3355309602,pace,4,72
2403,3355309602,pace,5,9
2404,3355309602,pace,6,0
1065,3367299997,heartrate,1,208
1066,3367299997,heartrate,2,772
1067,3367299997,heartrate,3,1579
1068,3367299997,heartrate,4,136
1069,3367299997,heartrate,5,0
2410,3367299997,pace,1,629
2411,3367299997,pace,2,1372
2412,3367299997,pace,3,545
2413,3367299997,pace,4,109
2414,3367299997,pace,5,27
2415,3367299997,pace,6,3
